Sample_ID,Timestamp,Ground_Truth_Class,Predicted_Threat_Class,Confidence_Score (%),Physical_Actual_Signal (tcp.len),Digital_Twin_Forecast (tcp.len),Mean_Continuous_Residual,Operational_Filter_Decision,Filter_Reason,Primary_SHAP_Risk_Driver,Operational_Outcome,Industrial_Protection_Benefit
673,2026-08-23 11:47:33,Fingerprinting,Fingerprinting,98.94,0.0,0.0,8963.8813,PASS,High-fidelity alert: Confidence (98.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
674,2026-08-23 11:47:33,Backdoor,Backdoor,99.95,400.0,1.94,127437.956,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
675,2026-08-23 11:47:34,DDoS_HTTP,Password,69.11,0.0,0.0,116.9702,PASS,High-fidelity alert: Confidence (69.1%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
676,2026-08-23 11:47:34,DDoS_TCP,DDoS_TCP,99.93,0.0,0.0,242.4017,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
677,2026-08-23 11:47:35,Backdoor,Backdoor,99.93,0.0,0.0,250404.3373,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
678,2026-08-23 11:47:35,Password,Password,95.29,86.0,2.25,562.2007,PASS,High-fidelity alert: Confidence (95.3%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
679,2026-08-23 11:47:36,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,8860.2559,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
680,2026-08-23 11:47:36,DDoS_HTTP,SQL_injection,44.0,0.0,0.0,2506.9649,SUPPRESS,Alert suppressed: Low model confidence (44.0% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
681,2026-08-23 11:47:37,Password,Password,94.34,261.0,2.62,1169.1254,PASS,High-fidelity alert: Confidence (94.3%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
682,2026-08-23 11:47:37,Password,Password,97.34,0.0,0.0,547.9666,PASS,High-fidelity alert: Confidence (97.3%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
683,2026-08-23 11:47:38,Backdoor,Backdoor,99.96,0.0,0.0,147284.4494,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
684,2026-08-23 11:47:38,Vulnerability_scanner,Vulnerability_scanner,99.96,495.0,5.54,992.6828,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
685,2026-08-23 11:47:39,Normal,Normal,99.95,41.0,2.07,1507.1788,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
686,2026-08-23 11:47:39,Backdoor,Backdoor,99.97,400.0,3.26,125983.7101,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
687,2026-08-23 11:47:40,Uploading,Uploading,99.71,0.0,0.0,604.9327,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
688,2026-08-23 11:47:40,Fingerprinting,MITM,35.6,0.0,0.0,1933.5334,SUPPRESS,Alert suppressed: Low model confidence (35.6% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
689,2026-08-23 11:47:41,Password,Password,99.51,0.0,0.0,2428.9818,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
690,2026-08-23 11:47:41,SQL_injection,SQL_injection,66.5,0.0,0.0,61.1428,PASS,High-fidelity alert: Confidence (66.5%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
691,2026-08-23 11:47:42,Uploading,Uploading,99.86,149.0,4.22,876.3792,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
692,2026-08-23 11:47:42,Password,Password,99.76,0.0,0.0,1924.278,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
693,2026-08-23 11:47:43,Fingerprinting,Fingerprinting,98.1,0.0,0.0,5108.1414,PASS,High-fidelity alert: Confidence (98.1%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
694,2026-08-23 11:47:43,SQL_injection,SQL_injection,99.8,0.0,0.0,3767.9849,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
695,2026-08-23 11:47:44,MITM,MITM,99.75,5353.0,2.96,3117.7309,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
696,2026-08-23 11:47:44,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,168232.6512,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
697,2026-08-23 11:47:45,Uploading,Uploading,99.15,0.0,0.0,1098.1698,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
698,2026-08-23 11:47:45,Uploading,Uploading,92.47,0.0,0.0,128667613.1853,PASS,High-fidelity alert: Confidence (92.5%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
699,2026-08-23 11:47:46,XSS,XSS,99.73,0.0,0.0,3305.1465,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
700,2026-08-23 11:47:46,Port_Scanning,Port_Scanning,99.94,0.0,0.0,198116225.795,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
701,2026-08-23 11:47:47,Backdoor,Backdoor,99.96,400.0,3.7,122327.7455,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
702,2026-08-23 11:47:47,Password,SQL_injection,67.9,0.0,0.0,1339.0082,PASS,High-fidelity alert: Confidence (67.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
703,2026-08-23 11:47:48,Backdoor,Backdoor,99.95,400.0,1.88,128975.6016,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
704,2026-08-23 11:47:48,MITM,MITM,34.6,0.0,0.0,1698.986,SUPPRESS,Alert suppressed: Low model confidence (34.6% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
705,2026-08-23 11:47:49,Normal,Normal,99.93,0.0,0.0,13290187.3668,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
706,2026-08-23 11:47:49,DDoS_HTTP,DDoS_HTTP,99.8,23.0,5.02,3586.1721,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
707,2026-08-23 11:47:50,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,7725.1498,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
708,2026-08-23 11:47:50,MITM,Ransomware,29.42,0.0,0.0,3096.4911,SUPPRESS,Alert suppressed: Low model confidence (29.4% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
709,2026-08-23 11:47:51,DDoS_TCP,DDoS_TCP,99.86,120.0,11.39,155220671.026,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
710,2026-08-23 11:47:51,Fingerprinting,Fingerprinting,97.1,0.0,0.0,27.8898,PASS,High-fidelity alert: Confidence (97.1%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
711,2026-08-23 11:47:52,Password,DDoS_HTTP,52.43,0.0,0.0,530.4124,SUPPRESS,Alert suppressed: Low model confidence (52.4% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
712,2026-08-23 11:47:52,Normal,Normal,99.91,0.0,0.0,1770.2672,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
713,2026-08-23 11:47:53,DDoS_HTTP,DDoS_HTTP,74.89,0.0,0.0,763.0251,PASS,High-fidelity alert: Confidence (74.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
714,2026-08-23 11:47:53,XSS,XSS,99.76,0.0,0.0,2052.371,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
715,2026-08-23 11:47:54,DDoS_HTTP,DDoS_HTTP,99.71,37.0,3.11,3324.4366,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
716,2026-08-23 11:47:54,Backdoor,Ransomware,32.96,0.0,0.0,2468.9875,SUPPRESS,Alert suppressed: Low model confidence (33.0% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
717,2026-08-23 11:47:55,Ransomware,Ransomware,99.97,464.0,2.35,80399.9051,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
718,2026-08-23 11:47:55,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,6458.2229,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
719,2026-08-23 11:47:56,Password,Password,99.03,261.0,3.0,1091.0646,PASS,High-fidelity alert: Confidence (99.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
720,2026-08-23 11:47:56,Backdoor,Backdoor,99.96,528.0,6.36,116973.9502,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
721,2026-08-23 11:47:57,Fingerprinting,Fingerprinting,98.43,0.0,0.0,69.9036,PASS,High-fidelity alert: Confidence (98.4%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
722,2026-08-23 11:47:57,SQL_injection,SQL_injection,99.51,0.0,0.0,1982.6253,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
723,2026-08-23 11:47:58,SQL_injection,SQL_injection,64.54,0.0,0.0,2966.8771,SUPPRESS,Alert suppressed: Low model confidence (64.5% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
724,2026-08-23 11:47:58,XSS,XSS,97.27,102.0,2.74,800.0831,PASS,High-fidelity alert: Confidence (97.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
725,2026-08-23 11:47:59,Port_Scanning,Port_Scanning,99.92,0.0,0.0,155129535.6263,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
726,2026-08-23 11:47:59,DDoS_HTTP,DDoS_HTTP,98.32,278.0,3.22,514.1833,PASS,High-fidelity alert: Confidence (98.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
727,2026-08-23 11:48:00,DDoS_HTTP,DDoS_HTTP,66.01,0.0,0.0,3872.4244,PASS,High-fidelity alert: Confidence (66.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
728,2026-08-23 11:48:00,SQL_injection,DDoS_HTTP,43.31,0.0,0.0,4368.9899,SUPPRESS,Alert suppressed: Low model confidence (43.3% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
729,2026-08-23 11:48:01,Backdoor,Backdoor,99.95,0.0,0.0,9284.7463,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
730,2026-08-23 11:48:01,Uploading,XSS,53.86,0.0,0.0,463.5695,SUPPRESS,Alert suppressed: Low model confidence (53.9% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
731,2026-08-23 11:48:02,DDoS_HTTP,DDoS_HTTP,70.91,0.0,0.0,2581.5941,PASS,High-fidelity alert: Confidence (70.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
732,2026-08-23 11:48:02,Fingerprinting,Fingerprinting,98.55,0.0,0.0,9680.4509,PASS,High-fidelity alert: Confidence (98.5%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
733,2026-08-23 11:48:03,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,4.42,9254.4018,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
734,2026-08-23 11:48:03,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,4316.1944,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
735,2026-08-23 11:48:04,DDoS_HTTP,DDoS_HTTP,99.67,49.0,2.6,2073.0182,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
736,2026-08-23 11:48:04,DDoS_ICMP,DDoS_ICMP,99.94,0.0,0.0,540656.5282,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
737,2026-08-23 11:48:05,DDoS_TCP,DDoS_TCP,99.92,120.0,0.0,99646004.541,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
738,2026-08-23 11:48:05,DDoS_UDP,DDoS_UDP,99.98,0.0,0.0,200494.4823,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
739,2026-08-23 11:48:06,Normal,Normal,99.95,0.0,0.0,34655.0926,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
740,2026-08-23 11:48:06,DDoS_TCP,DDoS_TCP,99.91,120.0,0.0,69280542.483,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
741,2026-08-23 11:48:07,Backdoor,Backdoor,99.9,136.0,0.0,48754.8408,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
742,2026-08-23 11:48:07,Normal,Normal,99.96,825.0,2.13,15625146.0362,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
743,2026-08-23 11:48:08,Normal,Normal,99.95,0.0,0.0,24009.638,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
744,2026-08-23 11:48:08,Password,Password,98.4,0.0,0.0,692.2417,PASS,High-fidelity alert: Confidence (98.4%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
745,2026-08-23 11:48:09,Port_Scanning,Port_Scanning,99.91,0.0,0.0,132414731.089,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
746,2026-08-23 11:48:09,DDoS_HTTP,DDoS_HTTP,99.55,21.0,2.38,96.0775,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
747,2026-08-23 11:48:10,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,242425.1802,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
748,2026-08-23 11:48:10,Backdoor,Backdoor,99.95,208.0,0.0,192202.5271,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
749,2026-08-23 11:48:11,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,0.0,4541463.1733,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
750,2026-08-23 11:48:11,SQL_injection,SQL_injection,62.68,0.0,0.0,2815.84,SUPPRESS,Alert suppressed: Low model confidence (62.7% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
751,2026-08-23 11:48:12,Vulnerability_scanner,Vulnerability_scanner,98.95,0.0,0.0,3722.7991,PASS,High-fidelity alert: Confidence (99.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
752,2026-08-23 11:48:12,DDoS_TCP,DDoS_TCP,99.96,0.0,0.0,220466.429,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
753,2026-08-23 11:48:13,Uploading,Uploading,99.34,0.0,0.0,627.9455,PASS,High-fidelity alert: Confidence (99.3%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
754,2026-08-23 11:48:13,Uploading,Uploading,99.63,0.0,0.0,318.9251,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
755,2026-08-23 11:48:14,Normal,Normal,99.96,0.0,0.0,4623.2116,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
756,2026-08-23 11:48:14,DDoS_TCP,DDoS_TCP,99.98,120.0,3.3,221292346.9384,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
757,2026-08-23 11:48:15,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,7776.3868,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
758,2026-08-23 11:48:15,Uploading,Uploading,99.86,128.0,2.89,6901.2961,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
759,2026-08-23 11:48:16,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,3149.4852,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
760,2026-08-23 11:48:16,DDoS_TCP,DDoS_TCP,99.93,0.0,0.0,4207.6626,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
761,2026-08-23 11:48:17,DDoS_HTTP,DDoS_HTTP,79.47,0.0,0.0,1509.9756,PASS,High-fidelity alert: Confidence (79.5%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
762,2026-08-23 11:48:17,Uploading,Uploading,99.39,0.0,0.0,2200.3932,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
763,2026-08-23 11:48:18,MITM,MITM,99.84,52047.0,1.95,10202.6079,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
764,2026-08-23 11:48:18,DDoS_ICMP,DDoS_ICMP,99.94,0.0,0.0,10656.9042,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
765,2026-08-23 11:48:19,Ransomware,Ransomware,99.97,464.0,17.82,46062.509,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
766,2026-08-23 11:48:19,Ransomware,Ransomware,99.96,464.0,3.36,58409.8267,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
767,2026-08-23 11:48:20,Backdoor,Backdoor,99.95,0.0,0.0,46735.8927,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
768,2026-08-23 11:48:20,Backdoor,Backdoor,99.97,400.0,0.0,5108.4087,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
769,2026-08-23 11:48:21,Password,Password,99.07,0.0,0.0,997.0158,PASS,High-fidelity alert: Confidence (99.1%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
770,2026-08-23 11:48:21,Backdoor,Backdoor,99.96,304.0,2.13,214084.7413,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
771,2026-08-23 11:48:22,SQL_injection,SQL_injection,80.08,0.0,0.0,3152.2978,PASS,High-fidelity alert: Confidence (80.1%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
